Lessonid,Description,Courseid,Id
105,105. Utilizing ENTRYPOINT,9,2683
105,105. How to Animate Routing,12,3224
105,105. Ionic Page Caching &amp; Extra Lifecycle Hooks,10,3014
105,105. HTTP Requests in Components,11,3043
105,105. Registro de usuarios en controllers,13,3350
105,105. Seleccionar archivos y almacenarlos en memoria,14,3695
105,105. Consulta de Instructor por Id,17,3983
105,105. Instalacion de firebaseui,21,4219
105,105. Responsive Design,22,4481
105,105. Haciendo el CSS del pie de página,28,6369
105,105. Creating member cards,25,5153
105,105. Resolving the Bug!,24,4944
105,105. Versionando con la Cabecera,30,6751
105,105. Load - Ajax,29,6701
105,105. Crear Cines - Web API,31,6932
105,105. Handling API Error responses part 2,33,7397
105,105. Códi Fuente - Sección Serialización,35,7674
105,105. Adding a useFirestoreDoc hook,34,7600
105,105. Reordenamiento de Columnas,40,8133
105,105. Bonus: Intro To Photoshop (NewsGrid Lo),38,7956
105,105. Variables,41,8498
105,105. Using all interfaces for the NewTravelPage,43,8798
105,105. Formularios y tablas (I),42,8658
105,105. Información extra sobre mis cursos,45,9069
105,105. Animación Chicle,46,9454
105,105. 105. max-width y position,47,9592
105,105. 105. Rounded Rectangle Tool,49,9876
106,106. 106. Elipse Tool,49,9877
106,106. 106. overflow,47,9593
106,106. Animación Vibrador,46,9453
106,106. Despedida del curso,45,9096
106,106. Formularios y tablas (II),42,8657
106,106. End of the Xamarin Forms Part of the Course,43,8808
106,106. Tipos de Datos,41,8499
106,106. How It Works,38,7955
106,106. Columnas Anidadas,40,8134
106,106. Handling not found documents,34,7601
106,106. Introducción a Reflection,35,7673
106,106. Handling API Error responses part 3,33,7396
106,106. Crear Cines - Angular,31,6933
106,106. Método Get - AJAX,29,6700
106,106. Agregando Información Extra a Swagger,30,6752
106,106. Summary of section 9,24,4943
106,106. Adding some style to the cards,25,5154
106,106. Terminando la maquetación del footer,28,6317
106,106. Navegacion entre componentes con react-router-dom,22,4429
106,106. Crear interface grafica para login con numero de telefono,21,4220
106,106. Creacion de Comentario con EF Core,17,3984
106,106. Subir archivos a Firebase,14,3676
106,106. Fluent Validation en NET 5,13,3349
106,106. Using the API Key,11,3044
106,106. Planning the Course Project,10,3013
106,106. Project: Creating a Basic Route Animation (Fade-in-out),12,3223
106,106. Using Docker Compose,9,2684
106,106. Applying Radial Gradients,8,2468
106,106. Why would you Need Services?,3,1083
106,106. Working with Decorator Factories,2,645
106,106. Error Handling with try-catch - An<br><span>Introduction</span>,1,318
106,106. Improving the UI Header to Reflect the Authentication Status,6,1778
106,106. Module Introduction,7,2123
106,106. Working with refs,5,1569
107,107. Controlled vs Uncontrolled Components,5,1568
107,"107. Updating Fields with updateOne(), updateMany() and $set",7,2124
107,107. Improving the UI Messages to Reflect the Authentication Status,6,1779
107,107. Throwing Custom Errors,1,319
107,107. Building More Useful Decorators,2,646
107,107. Creating a Logging Service,3,1082
107,107. Stacking Multiple Backgrounds,8,2467
107,"107. Utility Containers, Permissions &amp; Linux",9,2685
107,107. Project: Getting Fancy: A Slide-down Route Animation,12,3222
107,107. Creating Our App Pages,10,2994
107,107. Accessing the Host Element,11,3046
107,107. Creacion de Json Web Token en la solucion,13,3348
107,107. Transformar label con pipe,14,3692
107,107. Eliminar Comentario con EF Core,17,3985
107,107. Que es y como se crea un captcha?,21,4221
107,107. Formularios,22,4406
107,107. Proyecto con Animaciones y Transiciones - ¿Que vas a aprender?,28,6263
107,107. Adding animated buttons,25,5155
107,107. Introduction,24,4942
107,107. Paginación,30,6753
107,107. Método Post - AJAX,29,6699
107,107. Indice de Cines,31,6934
107,107. Handling API Error responses part 4,33,7395
107,107. Ejemplo de Reflection,35,7672
107,107. Adding an error component,34,7602
107,107. [PRACTICA] Construyendo nuestra primera pagina con Bootstrap,40,8135
107,107. Git &amp; Pushing To Github,38,7954
107,107. Operadores,41,8500
107,107. Xamarin Forms vs Xamarin Classic,43,8799
107,107. Componentes especiales de Bootstrap 4,42,8656
107,107. Animación Cartel,46,9452
107,"107. 107. float, m�s selectores y opacidad",47,9594
107,107. 107. Polin Tool,49,9878
108,108. 108. Line Tool,49,9879
108,108. 108. C�mo construir una barra de navegaci�n,47,9595
108,108. Animación Balanceo,46,9451
108,108. Modales,42,8603
108,108. Creating a Native project - Windows,43,8800
108,108. Arreglos,41,8501
108,108. Git Commands &amp; Links,38,7953
108,108. Utilidades para el diseño adaptable (Responsive Utilities),40,8136
108,108. Creating and updating events in Firestore,34,7603
108,108. Reflection Aplicado a Objetos,35,7671
108,108. Handling exceptions,33,7376
108,108. Editar Cines,31,6953
108,108. Introducción,30,6754
108,108. Método $.ajax,29,6680
108,108. Creating additional components to route to,24,4949
108,108. Using an interceptor to send the token,25,5156
108,108. Animación del lotipo de la web,28,6239
108,108. Mantenimiento de data - Creando Componente Parte 1,22,4407
108,108. Crear dialogs con material design,21,4222
108,108. Crear Nuevo Archivo de Migracion,17,3986
108,108. Dialog envia url de server a la pagina,14,3675
108,108. Agregar Token a RegistrarUsuario Controller,13,3347
108,108. Using References,11,3065
108,108. MUST READ: Ionic 5 and Routing / Lazy Loading,10,2993
108,108. Project Wrap Up,12,3221
108,108. Module Summary,9,2686
108,108. Understanding Filters,8,2466
108,108. Injecting the Logging Service into Components,3,1081
108,108. Adding Multiple Decorators,2,647
108,108. Working with try-catch to Catch &amp;<br><span>Handle Errors</span>,1,320
108,108. Connecting the Lout Button to the Authentication Status,6,1780
108,108. Updating Multiple Fields with $set,7,2125
108,108. Module Resources,5,1567
109,109. Module Introduction,5,1566
109,109. Incrementing &amp; Decrementing Values,7,2126
109,109. Redirecting Users,6,1781
109,109. Wrap Up,1,321
109,109. Diving into Property Decorators,2,648
109,109. Creating a Data Service,3,1080
109,109. Adding &amp; Styling SVGs - The Basics,8,2465
109,109. Module Resources,9,2687
109,109. Module Introduction,12,3234
109,109. Adjusting Our Main Routing Configuration,10,2992
109,109. Two Way Binding &amp; Input Validation,11,3082
109,109. Creacion de Login Logica,13,3346
109,109. Edicion de imagenes con cropper en angular,14,3656
109,109. Modificar Transacciones con Fecha de Creacion,17,3987
109,109. Dar de alta servicio de Login con numeros de telefono en Firebase,21,4223
109,109. Mantenimiento de data - Creando Componente Parte 2,22,4408
109,109. Animación y cinemática del banner,28,6240
109,109. Routing to the detailed page,25,5157
109,109. Creating the routes,24,4941
109,109. ¿Qué es una Prueba?,30,6755
109,109. ¿Que es jQuery UI y para que sirve?,29,6714
109,109. Entidad Películas,31,6954
109,109. Preparing for setting up error handling in the client app,33,7410
109,109. Doc - Reflection. Ejemplos Básicos,35,7670
109,109. Creating and updating events in Firestore part 2,34,7604
109,109. Tipografía y Textos,40,8137
109,109. Netlify Deploy &amp; Form Submission,38,7952
109,109. Métodos y Propiedades para los Arreglos,41,8502
109,109. Creating a Native project - Mac,43,8801
109,109. Popovers,42,8579
109,109. Animación Vaivén,46,9460
109,109. 109. Dropdown menu,47,9596
109,109. 109. Custom Shape Tool,49,9880
110,110. 110. Path y Direct Selection Tool,49,9881
110,110. 110. Formulario de contacto,47,9597
110,110. Animación Caída,46,9450
110,110. Tooltips,42,8580
110,110. The AXML Designer for Android,43,8802
110,110. Condicionales,41,8504
110,110. Custom Domain Name,38,7951
110,110. Tipografía y Textos (parte II),40,8138
110,110. Deleting an event,34,7605
110,110. Doc - Reflection - Ejemplo Completo,35,7669
110,110. Using an interceptor to handle API error responses,33,7375
110,110. Crear Películas - Web API,31,6955
110,110. Pruebas Automáticas,30,6756
110,110. Incluir jQuery UI,29,6679
110,110. Setting up the nav links,24,4939
110,110. Styling the member detailed page,25,5158
110,110. Animaciones y transiciones para las tarjetas,28,6241
110,110. Mantenimiento de data - Agregar y Listar Item,22,4409
110,110. Enviar Mensaje de Texto a cualquier telefono en cualquier pais,21,4224
110,110. Swagger y ASP.NET Core,17,3988
110,110. Formulario de perfil de usuario,14,3654
110,110. Creacion de Login Controller,13,3359
110,110. Error Handling,11,3066
110,110. Understanding Ionic Tabs,10,2974
110,110. Using the new query() Method,12,3220
110,110. Module Introduction,9,2688
110,110. Wrap Up,8,2445
110,110. Understanding the Hierarchical Injector,3,1079
110,110. Accessor &amp; Parameter Decorators,2,649
110,110. Useful Resources &amp; Links,1,322
110,110. Adding Route Guards,6,1782
110,"110. Using $min, $max and $mul",7,2127
110,110. What are Side Effects &amp; Introducing useEffect,5,1565
111,111. Using the useEffect() Hook,5,1564
111,111. Getting Rid of Fields,7,2128
111,111. Reflecting the Token Expiration in the UI,6,1783
111,111. Module Introduction,1,323
111,111. When Do Decorators Execute?,2,650
111,111. How many Instances of Service Should It Be?,3,1078
111,111. Useful Resources &amp; Links,8,2444
111,111. The Target Setup,9,2689
111,111. More on query(),12,3218
111,111. Adding Tabs to the App,10,2972
111,111. Using the componentdidload Lifecycle Hook,11,3085
111,111. Logica para obtener usuario en sesion,13,3345
111,111. Link de perfil usuario,14,3653
111,111. Que significa paginar o paginacion en development?,17,3989
111,111. Codi para implementar login con numeros telefonicos y Firebase,21,4226
111,111. Mantenimiento de data - Editar Item,22,4410
111,111. Animación para iconos de redes sociales,28,6242
111,111. Styling the member detailed page part two,25,5159
111,111. Making the links active,24,4938
111,111. Draggable,29,6677
111,111. Nuestra Primera Prueba Unitaria,30,6757
111,111. Crear Películas - Angular,31,6956
111,111. Adding a not found component,33,7373
111,111. Diapositivas - Resumen Sección Reflection,35,7668
111,111. Cancelling an event function,34,7606
111,111. Bloques de Códi,40,8139
111,111. What Is Sass?,38,7950
111,111. Ciclo For,41,8518
111,111. The AXML Source code,43,8803
111,111. Componente ScrollSpy,42,8581
111,111. Animacion ioRotativo,46,9448
111,111. 111. Backgrounds en detalle,47,9598
111,111. 111. Relleno De Formas,49,9882
112,112. 112. Trazado De Formas,49,9883
112,112. 112. Colores en detalle y opacidad,47,9599
112,112. Animación Rebote,46,9447
112,112. Página de aterrizaje (I),42,8582
112,112. Android Activity,43,8804
112,112. Ciclo While,41,8505
112,112. Environment Setup With Node-Sass,38,7949
112,112. Imagenes y Figures,40,8140
112,112. Códi Fuente - Sección Reflection,35,7667
112,112. Handling 400 errors,33,7353
112,112. Adding a confirmation prompt,34,7525
112,112. Crear Películas - Selector de Actores,31,6957
112,112. Agregando Más Pruebas Unitarias,30,6758
112,112. Resizable,29,6657
112,112. Getting an individual product,24,4937
112,112. Adding a photo gallery,25,5160
112,112. Animaciones con CSS3 finales,28,6243
112,112. Mantenimiento de data - Eliminar Item,22,4411
112,112. Crear numeros de prueba y ajustar sesion de usuario,21,4234
112,112. Creacion de interface de paginacion,17,3908
112,112. Stepper en angular formularios,14,3652
112,112. Creacion de controller para usuario en sesion,13,3343
112,112. All Lifecycle Hooks,11,3086
112,112. Preparing Data &amp; Services for the Project,10,2971
112,112. Special Selectors for query(),12,3217
112,112. Adding a Nginx (Web Server) Container,9,2690
112,112. Module Introduction,8,2443
112,112. Injecting Services into Services,3,1077
112,112. Returning (and changing) a Class in a Class Decorator,2,651
112,112. ES5 vs ES6+ (Next Gen JS) - Evolution of<br><span>JavaScript</span>,1,324
112,112. Saving the Token in the Local Storage,6,1785
112,112. Renaming Fields,7,2129
112,112. useEffect &amp; Dependencies,5,1563
113,113. What to add &amp; Not to add as Dependencies,5,1562
113,113. Understanding upsert(),7,2130
113,113. Section Resources,6,1805
113,113. var vs let &amp; const - Introducing Block<br><span>Scope</span>,1,326
113,113. Other Decorator Return Types,2,652
113,113. Using Services for Cross-Component Communication,3,1076
113,113. What's Wrong With Our Project Units?,8,2442
113,113. Adding a PHP Container,9,2692
113,113. All Special Selectors &amp; Full query() Docs,12,3216
113,113. Outputting Places,10,2970
113,113. Using Update Lifecycle Hooks,11,3087
113,113. API Gateway en microservicios - creacion de proyecto,13,3342
113,113. Creacion de Stepper,14,3651
113,113. Creacion de Repositorio para Paginacion,17,3907
113,113. Descargar el proyecto del curso,21,4227
113,113. Creacion de Componente Productos,22,4412
113,113. Proyecto con diseño web adaptable - ¿Que aprenderemos?,28,6244
113,113. Section 9 summary,25,5161
113,113. Adding the product detail page,24,4936
113,113. Selectable,29,6656
113,113. Mocks para Suplantar Dependencias,30,6739
113,113. Detalle de Películas - Web API,31,6958
113,113. Summary of section 10,34,7524
113,113. Handling 500 errors on the client,33,7352
113,113. Nuevas Características en C Sharp 8,35,7722
113,113. Tablas,40,8141
113,113. Koala Sass Compiler - GUI Alternative,38,7948
113,113. Sentencias Break y Continue,41,8506
113,113. The iOS Storyboard,43,8805
113,113. Página de aterrizaje (II),42,8583
113,113. Animación ReboteIn,46,9446
113,113. 113. Fondos con gradientes,47,9600
113,113. 113. Live Properties Tool,49,9884
114,114. 114. Multiples Formas En Una Capa,49,9885
114,114. 114. Sombras,47,9601
114,114. Los temas Bootstrap gratis,42,8584
114,114. The ViewController,43,8806
114,114. Funciones,41,8507
114,114. Animación ReboteIn Variantes,46,9445
114,114. Variables &amp; Partials,38,7947
114,114. Media Object,40,8142
114,114. Nuevas Características en C Sharp 9,35,7751
114,114. Handling the validation error from an invalid GUID,33,7351
114,114. Introduction,34,7523
114,114. Detalle de Películas - Funcionalidad,31,6960
114,114. Librería Moq,30,6759
114,114. Sortable,29,6655
114,114. Lazy loading angular modules,24,4935
114,114. Introduction,25,5162
114,114. Viewport de la web,28,6245
114,114. Creacion de Componente para Detalle de Producto,22,4413
114,114. Crear nuevo proyecto en la consola de firebase e iniciar servicios,21,4228
114,114. Implementar Parametros en Repositorio,17,3906
114,114. Stepper con componentes angular,14,3650
114,114. Configuracion de Ocelot,13,3341
114,114. Watching Prop Changes,11,3088
114,114. Adding Forward Navigation,10,2969
114,114. query() Options,12,3215
114,114. Adding a MySQL Container,9,2706
114,114. Where Units Matter,8,2422
114,114. Services in Angular 6+,3,1102
114,114. Example: Creating an Autobind Decorator,2,653
114,114. Understanding Hoisting,1,345
114,114. Updating Matched Array Elements,7,2131
114,114. Module Introduction,6,1823
114,114. Using the useEffect Cleanup Function,5,1561
115,115. useEffect Summary,5,1560
115,115. [OPTIONAL] Assignment Solution,3,1160
115,115. Updating All Array Elements,7,2132
115,115. Adding a Reference to the Model,6,1806
115,115. Strict Mode &amp; Writing od Code,1,346
115,115. Validation with Decorators - First Steps,2,654
115,115. An Overview of Available Sizes &amp; Units,8,2421
115,115. Adding a Composer Utility Container,9,2693
115,115. Combining query() Selectors,12,3214
115,115. ing Back with NavController,10,2968
115,115. Creating a New Component,11,3089
115,115. Seguridad en Microservicios API Gateway,13,3340
115,115. bb Stepper y validaciones entre componentes,14,3649
115,115. Paginacion en capa de necios,17,3905
115,115. Cambiar configuracion del proyecto en Visual Code,21,4229
115,115. Creacion de Componente para Carrito de Compras,22,4414
115,115. Responsive de las tarjetas,28,6246
115,115. Creating a member edit component,25,5163
115,115. Summary of section 10,24,4934
115,115. Droppable,29,6654
115,115. Probando EF Core,30,6738
115,115. Detalle de Películas - UI,31,6967
115,115. Logging in,34,7522
115,115. Summary of section 10,33,7350
115,115. [Practica] Creando una caja de comentarios con Media Object,40,8143
115,115. Nesting &amp; Structuring,38,7946
115,115. Animación ReboteOut,46,9444
115,115. [PRACTICA] Trabajando con Funciones y Formularios (Calculadora),41,8508
115,115. The Apps we'll build,43,8807
115,115. Documentación adicional - Bootstrap,42,8585
115,115. 115. Transformaciones en 2 dimensiones,47,9602
115,115. 115. Combinado Formas En Una Misma Capa,49,9886
116,116. 116. Máscaras de Formas,49,9887
116,116. 116. Transformaciones en 3 dimensiones,47,9603
116,116. Introducción a la sección de WordPress,42,8586
116,116. The Login Page,43,8787
116,116. Scope de Javascript,41,8509
116,116. Animación ReboteOut Variantes,46,9443
116,116. Inheritance &amp; Contrast,38,7945
116,116. Alertas,40,8144
116,116. Introduction,33,7349
116,116. Persisting the login,34,7441
116,116. Filtros - Landing Page,31,6961
116,116. Pruebas de Integración,30,6736
116,116. Efectos de jQuery UI,29,6653
116,116. Introduction,24,4933
116,116. Creating the edit template form,25,5164
116,116. Responsive del contenido y el pie de página,28,6247
116,116. Creacion de Componente para Proceso de Compra - Parte 1,22,4415
116,116. Cambiar colores del theme del proyecto,21,4230
116,116. Creacion de metodo en Controller Cursos para Paginacion,17,3824
116,116. Leer datos desde un archivo json,14,3655
116,116. Implementar EndPoints Seguridad en Ocelot,13,3339
116,116. Styling the New Component,11,3090
116,116. Navigating via Toolbar Buttons,10,2967
116,116. Adding Query to the Course Project,12,3213
116,116. Creating a Laravel App via the Composer Utility Container,9,2694
116,116. Rules to Remember: Fixed Positioning &amp; %,8,2420
116,116. Validation with Decorators - Finished,2,655
116,116. How Code is Parsed &amp; Compiled,1,347
116,116. Adding the User ID to Posts,6,1826
116,116. Finding &amp; Updating Specific Fields,7,2133
116,116. Introduction,3,1161
116,116. Introducing useReducer &amp; Reducers In General,5,1559
117,117. Using the useReducer() Hook,5,1558
117,117. Setting up the Services,3,1162
117,117. Adding Elements to Arrays,7,2134
117,117. Protecting Resources with Authorization,6,1827
117,117. Inside the JavaScript Engine - How the<br><span>Code Executes</span>,1,367
117,117. Fixing a Validator Bug,2,656
117,117. Rules to Remember: Absolute Positioning &amp; %,8,2419
117,117. Fixing Errors With The Next Lecture,9,2695
117,117. Fixing a Small Bug with query() and the Course Project,12,3212
117,117. A Bug with Ionic,10,2973
117,117. Outputting a List of Elements,11,3092
117,117. Implementar EndPoints Autores en Ocelot,13,3338
117,117. Leer datos desde el store,14,3648
117,117. Creacion de procedimiento almacenado para paginacion,17,3825
117,117. Visualizar solo inmuebles guardados por mi perfil,21,4231
117,117. Creacion de Componente para Proceso de Compra - Parte 2,22,4417
117,117. Diseño web adaptable en escritorio y tablet,28,6248
117,117. Adding the update functionality,25,5165
117,117. Creating an error component for testing the error responses,24,4912
117,117. Tooltips,29,6652
117,117. Introducción,30,6717
117,117. Editar Películas - Web API,31,6962
117,117. Signing out the user,34,7442
117,117. Setting up Formik,33,7348
117,117. Insignias (Badges),40,8145
117,"117. Functions, Mixins &amp; More",38,7944
117,117. Animación FadeIn,46,9442
117,117. Metodos y Propiedades para Cadenas de Texto,41,8510
117,117. Creating a new Activity,43,8786
117,117. ¿Qué es WordPress?,42,8587
117,117. 117. Transiciones animadas,47,9604
117,117. 117. Herramienta Pen Tool Modo Shape,49,9888
118,118. 118. Herramienta Pen Tool Modo Path,49,9889
118,118. 118. Ejercicio de cajas para reporter�a,47,9605
118,118. Panel de administración,42,8588
118,118. Intents,43,8785
118,118. Introducción al DOM,41,8511
118,118. Animación FadeIn Variantes,46,9441
118,118. Project Intro,38,7943
118,118. Botones,40,8146
118,118. Formik with less code,33,7354
118,118. Registering new users,34,7443
118,118. Editar Películas - Angular,31,6963
118,118. Publicando el Web API en Azure usando Visual Studio,30,6718
118,118. Cuadros de dialo,29,6658
118,118. Creating additional error components,24,4911
118,118. Adding a Can Deactivate route guard,25,5166
118,118. Responsive avanzado para tablet o pantallas medianas,28,6249
118,118. Creacion de Componente para Orden de Compra,22,4428
118,118. Que son las web services?,21,4232
118,118. Creacion de procedimiento almacenado para paginacion - Parte 2,17,3826
118,118. Formularios y tareas en angular,14,3646
118,118. Implementar EndPoints administracion de usuarios en Ocelot,13,3337
118,118. Extracting the ID of Loaded Places,10,2966
118,118. Easy Staggering Animations with stagger(),12,3211
118,118. Styling the List Items,11,3099
118,118. Launching Only Some Docker Compose Services,9,2696
118,118. Rules to Remember: Relative / Static Positioning &amp; %,8,2418
118,118. Wrap Up,2,657
118,118. [DEEP DIVE] JavaScript Language vs<br><span>Browser APIs</span>,1,368
118,118. Passing the User ID to the Frontend,6,1828
118,118. Removing Elements from Arrays,7,2135
118,118. Managing Recipes in a Recipe Service,3,1245
118,118. useReducer &amp; useEffect,5,1557
119,119. Adding Nested Properties As Dependencies To useEffect,5,1556
119,119. Using a Service for Cross-Component Communication,3,1244
119,119. Understanding $addToSet,7,2136
119,119. Using the User ID on the Frontend,6,1829
119,119. Primitive vs Reference Values,1,369
119,119. Useful Resources &amp; Links,2,658
119,119. Fixing the Height 100% Issue,8,2417
119,119. Adding More Utility Containers,9,2697
119,119. Creating Re-Usable Animations,12,3210
119,119. Optional: Assignment Solution Code,10,2964
119,119. Emitting Customs Events,11,3093
119,119. Implementar EndPoints Libros en Ocelot,13,3336
119,119. Formulario personal,14,3645
119,119. Ejecutar la paginacion en ASP.NET Core Web API,17,3827
119,119. Crear Proyecto Functions,21,4233
119,119. Creacion de Componente Perfil - Parte 1,22,4418
119,119. Responsive avanzado para smartphones o pantallas de tamaño reducido,28,6250
119,119. Persisting the changes in the API,25,5167
119,119. Using the Http Interceptor to catch errors,24,4910
119,119. Calendario,29,6651
119,119. Publicando el Web API en Azure usando VS Code,30,6719
119,119. Componente de Filtros,31,6964
119,119. Handling auth errors,34,7444
119,119. Validation in Formik,33,7347
119,119. Botones (Parte II),40,8147
119,119. Project Setup,38,7942
119,119. Animación VelozIn,46,9440
119,119. Agregando Nodos al DOM,41,8512
119,119. Passing Values through Intents,43,8784
119,119. Temas en WordPress (I),42,8589
119,119. 119. Soluci�n del ejercicio de cajas para reporter�a,47,9606
119,119. 119. Pen Tool Edición De Trazados,49,9890
120,120. 120. Edición De Tangentes De Trazados,49,9891
120,120. 120. Intro a grid,47,9607
120,120. Animación VelozOut,46,9449
120,120. Temas en WordPress (II),42,8590
120,120. The Login Page,43,8765
120,"120. Modificando, Remplazando y Eliminando Nodos del DOM",41,8513
120,120. Header &amp; Main Nav,38,7941
120,120. Grupos de Botones,40,8148
120,120. Creating a reusable text input,33,7345
120,120. Setting user profile data,34,7445
120,120. Borrar Películas,31,6965
120,120. Utilizando Application Insights para ver Errores en Producción,30,6720
120,120. Tabs,29,6649
120,120. Adding toast notifications,24,4900
120,120. Updating the user in the client app,25,5168
120,120. Responsive para movil mediano,28,6251
120,120. Creacion de Componente Perfil - Parte 2,22,4419
120,120. Crear Web Service REST End Point para devolver todos los inmuebles,21,4235
120,120. Crear Roles en capa de necios,17,3828
120,120. Creacion de formulario personal,14,3644
120,120. Url base para API Gateway,13,3335
120,120. Important: The Listen Decorator,11,3094
120,120. Adding a SideDrawer,10,2963
120,120. Creating and Running Animations Programmatically,12,3209
120,120. Docker Compose with and without Dockerfiles,9,2698
120,120. Defining the Font Size in the Root Element,8,2423
120,120. Module Introduction,2,659
120,120. Garbage Collection &amp; Memory<br><span>Management</span>,1,370
120,120. Section Resources,6,1830
120,120. Wrap Up,7,2137
120,120. Adding the Shopping List Service,3,1243
120,120. useReducer vs useState for State Management,5,1555
121,121. Introducing React Context (Context API),5,1554
121,121. Using Services for Pushing Data from A to B,3,1242
121,121. Useful Resources &amp; Links,7,2138
121,121. Module Introduction,6,1831
121,121. Wrap Up,1,371
121,121. Getting Started,2,660
121,121. Using min-width/height &amp; max-width/height,8,2416
121,121. Bind Mounts and COPY: When To Use What,9,2699
121,121. Improved Route Animations,12,3208
121,121. Opening + Closing the SideDrawer,10,2962
121,121. Using the Listen Decorator,11,3095
121,121. Seguridad en componentes Angular,13,3334
121,121. Imagen de perfil de usuario,14,3643
121,121. Creacion de Role Controller,17,3829
121,121. Estructura para crear directorios con end points,21,4255
121,121. Creacion de Menu Desktop para Usuario y Admin,22,4420
121,121. Responsive para pantallas muy pequeñas,28,6252
121,121. Adding loading indicators,25,5169
121,121. Handling validation errrors,24,4888
121,121. Ejercicios jQuery,29,6648
121,121. Publicando el Web API en IIS,30,6721
121,121. Conclusión,31,6966
121,121. Creating a social login component,34,7446
121,121. Creating a reusable text area,33,7344
121,121. Cards,40,8149
121,121. Specialize &amp; Stats Section,38,7940
121,121. Eventos del DOM,41,8514
121,121. Adding Constraints,43,8766
121,121. Creando un Blog (I),42,8591
121,121. Animación Giro,46,9461
121,121. 121. Columnas y filas,47,9608
121,121. 121. Práctica: Caso Real Uso De Trazado,49,9892
122,"122. 122. Paneles, Textos y Parrafos",49,9893
122,122. 122. Tama�o m�nimo y m�ximo,47,9609
122,122. Animación Giro Variantes,46,9462
122,122. Creando un Blog(II),42,8592
122,122. New ViewController,43,8767
122,122. Palabra Reservada This,41,8515
122,122. Process Section &amp; Footer,38,7939
122,122. Cards (Parte II),40,8128
122,122. Creating a reusable select input,33,7343
122,122. Facebook login,34,7447
122,122. Introducción,31,6952
122,122. Despliegues Automáticos,30,6722
122,122. Proyecto completo con Javascript y jQuery - ¿Que aprenderé?,29,6647
122,122. Improving the internal server error component,24,4887
122,122. Using the service to store state,25,5170
122,122. Ajustes responsivos para el pie de página,28,6253
122,122. Creacion de Menu Movil para Usuario y Admin,22,4421
122,122. Crear indice para multiples end points,21,4256
122,122. Eliminando Roles con .Net Core,17,3830
122,122. Creacion de Formulario Profesion,14,3642
122,122. Interceptor Http en Angular para Token,13,3333
122,122. Using Hostdata,11,3096
122,122. Adding Links &amp; Switching Pages,10,2961
122,122. An Issue with Route Animations,12,3207
122,122. Module Resources,9,2700
122,122. Working with rem &amp; em,8,2414
122,122. DOM Element Selection &amp; OOP Rendering,2,661
122,122. Useful Resources &amp; Links,1,372
122,122. Testing Different Places to Handle Errors,6,1832
122,122. Module Introduction,7,2139
122,122. Adding Ingredients to Recipes,3,1241
122,122. Using the React Context API,5,1613
123,123. Tapping Into Context with the useContext Hook,5,1645
123,123. Passing Ingredients from Recipes to the Shopping List (via a Service),3,1240
123,123. Understanding deleteOne() &amp; deleteMany(),7,2140
123,123. The Error Interceptor,6,1833
123,123. Module Introduction,1,373
123,123. Interacting with DOM Elements,2,640
123,123. Adding rem to Additional Properties,8,2413
123,123. Module Introduction,9,2701
123,123. Wrap Up,12,3206
123,123. Adding the Auth Service,10,2960
123,123. Adding a Loading Spinner,11,3097
123,123. Consumiendo Endpoints desde el API Gateway,13,3332
123,123. Paneles de roles,14,3641
123,123. Obtener Lista de Roles de Core Identity,17,3831
123,123. Instalar librerias para crear end points,21,4257
123,123. Creacion de Componente para Listado de Usuarios,22,4422
123,123. Terminando el diseño web adaptable o responsive web desing del sitio web,28,6254
123,123. Section 10 summary,25,5171
123,123. Summary of section 11,24,4886
123,123. Introducción al proyecto de JavaScript y jQuery,29,6646
123,123. Subiendo el Códi a Github,30,6723
123,"123. Autenticación, autorización y JSON Web Tokens",31,6959
123,123. Adding the facebook login method,34,7448
123,123. Creating a reusable date input,33,7342
123,123. Masonry Cards,40,8127
123,123. About Page Info Section,38,7938
123,123. Formularios,41,8516
123,123. The NavigationController,43,8768
123,123. Creando un sitio de comercio electrónico,42,8593
123,123. Animación Sombra Movil,46,9463
123,123. 123. Repetir dimensiones,47,9610
123,123. 123. Antialiasing,49,9894
124,124. 124. Descarga Y Sincronización De Tipografias,49,9895
124,124. 124. Brechas entre elementos,47,9611
124,124. Animación Arrow,46,9484
124,124. Desafío - Crear un sitio web real,42,8594
124,124. Segues,43,8769
124,124. [PRACTICA] Creando un Formulario 1.- HTML,41,8517
124,124. About Page Los &amp; Testimonials,38,7937
124,124. Carousel (Slider / Slideshow),40,8126
124,124. The date strategy,33,7341
124,124. Adding ogle login,34,7449
124,124. Ocultar UI a Usuarios no Autorizados,31,6951
124,124. Integración Continua,30,6724
124,124. Directorio del Proyecto,29,6645
124,124. Introduction,24,4885
124,124. Introduction,25,5172
124,124. SASS - ¿Que aprenderás?,28,6255
124,124. Creacion de Componente para Editar Usuario,22,4423
124,124. Que es express?,21,4278
124,124. Agregar Rol a un Core Identity Usuario,17,3832
124,124. Formulario Reclutador,14,3647
124,124. Seguridad con JWT y Sesion de usuarios,13,3331
124,124. Embedding Components Into Components,11,3098
124,124. Adding an Auth Guard,10,2959
124,124. Course Roundup,12,3235
124,124. From Development To Production,9,2702
124,124. Finishing rem,8,2412
124,124. Creating &amp; Using an Autobind Decorator,2,639
124,124. Recapping Functions Knowledge - What<br><span>We Know Thus Far</span>,1,375
124,124. Displaying the Basic Error Dialog,6,1834
